,Unnamed: 0,Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição,data,PG,h2,PGreglin,PGregpol3,erroreglin,erroregpol
278,278,19120,QUEIMADO,823.28,7.26,24,0,24,9.16,54.84,,06/10/2022,2022-10-06,35.639875,648.331873577697,34.35711687717151,34.45042670538082,1.282758122828497,1.1894482946191829
279,279,19120,QUEIMADO,823.21,6.18,24,0,24,8.51,54.41,,07/10/2022,2022-10-07,35.630875,648.30605255245,34.34626534608375,34.43957517429306,1.284609653916256,1.1912998257069418
280,280,19120,QUEIMADO,823.16,7.38,24,0,24,8.7,54.06,,08/10/2022,2022-10-08,35.4041666666667,649.368912745169,34.3374327045007,34.43074253271001,1.0667339621659977,0.9734241339566836
281,281,19120,QUEIMADO,823.09,5.69,24,0,24,8.05,53.63,,09/10/2022,2022-10-09,35.51625,648.74872088367,34.32658117341297,34.41989100162228,1.189668826587031,1.0963589983777169
282,282,19120,QUEIMADO,823.04,6.24,18,0,18,7.92,53.31,,10/10/2022,2022-10-10,27.108875,645.611510490561,25.127881338034353,25.045491982678254,1.9809936619656483,2.0633830173217476
283,283,19120,QUEIMADO,823.0,5.55,19,0,19,7.45,53.0,,11/10/2022,2022-10-11,27.8918333333333,650.055073595907,26.625171748181533,26.555865936914344,1.2666615851517662,1.3359673964189547
284,284,19120,QUEIMADO,822.94,5.8,18,0,18,7.15,52.65,,12/10/2022,2022-10-12,26.254125,651.105877700864,25.115389459224044,25.033000103867945,1.1387355407759543,1.2211248961320535
285,285,19120,QUEIMADO,822.9,5.57,19,0,19,7.07,52.35,,13/10/2022,2022-10-13,28.6575,645.207513127787,26.612185662044546,26.542879850777354,2.0453143379554533,2.1146201492226453
286,286,19120,QUEIMADO,822.84,5.52,23,0,23,6.7,51.97,,14/10/2022,2022-10-14,36.3340833333333,636.729559393402,32.726040581342204,32.77437893076568,3.6080427519910927,3.5597044025676183
287,287,19120,QUEIMADO,822.77,4.37,20,0,20,5.79,51.57,,15/10/2022,2022-10-15,29.9075416666667,646.59872957393,28.109571289806734,28.059906299317845,1.7979703768599649,1.847635367348854
